Cycle;Classe;Matière;Chapitre;Sous-chapitre (Titre);Type;Nombre de questions;Lien (href)
Collège;3ème;MATHÉMATIQUES;Transformations du plan : symétries, translations, rotations et homothéties;Les homothéties;Quiz;5;/test/les-homotheties-neoh?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Ctransformations-du-plan-symetries-translations-rotations-et-homotheties
Collège;3ème;MATHÉMATIQUES;Périmètres, aires, volumes et géométrie dans l'espace;Périmètres, aires et volumes;Cours;;/cours/perimetres-aires-et-volumes-3s94?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cperimetres-aires-volumes-et-geometrie-dans-l-espace
Collège;3ème;MATHÉMATIQUES;Périmètres, aires, volumes et géométrie dans l'espace;Se repérer dans l'espace;Cours;;/cours/se-reperer-dans-l-espace-bkt8?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cperimetres-aires-volumes-et-geometrie-dans-l-espace
Collège;3ème;MATHÉMATIQUES;Périmètres, aires, volumes et géométrie dans l'espace;Sections de solides par un plan;Cours;;/cours/sections-de-solides-par-un-plan-4lbz?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cperimetres-aires-volumes-et-geometrie-dans-l-espace
Collège;3ème;MATHÉMATIQUES;Périmètres, aires, volumes et géométrie dans l'espace;Réduire ou agrandir un solide;Cours;;/cours/reduire-ou-agrandir-un-solide-quf5?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cperimetres-aires-volumes-et-geometrie-dans-l-espace
Collège;3ème;MATHÉMATIQUES;Périmètres, aires, volumes et géométrie dans l'espace;Sphère et boule;Cours;;/cours/sphere-et-boule-i291?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cperimetres-aires-volumes-et-geometrie-dans-l-espace
Collège;3ème;MATHÉMATIQUES;Périmètres, aires, volumes et géométrie dans l'espace;Se repérer sur la surface de la terre;Cours;;/cours/se-reperer-sur-la-surface-de-la-terre-kdn8?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cperimetres-aires-volumes-et-geometrie-dans-l-espace
Collège;3ème;MATHÉMATIQUES;Périmètres, aires, volumes et géométrie dans l'espace;Calculer des périmètres;Quiz;5;/test/calculer-des-perimetres?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cperimetres-aires-volumes-et-geometrie-dans-l-espace
Collège;3ème;MATHÉMATIQUES;Périmètres, aires, volumes et géométrie dans l'espace;Calculer des aires;Quiz;5;/test/calculer-des-aires?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cperimetres-aires-volumes-et-geometrie-dans-l-espace
Collège;3ème;MATHÉMATIQUES;Périmètres, aires, volumes et géométrie dans l'espace;Calculer des volumes;Quiz;5;/test/calculer-des-volumes?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cperimetres-aires-volumes-et-geometrie-dans-l-espace
Collège;3ème;MATHÉMATIQUES;Périmètres, aires, volumes et géométrie dans l'espace;Se repérer dans l'espace;Quiz;5;/test/se-reperer-dans-l-espace-8cit?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cperimetres-aires-volumes-et-geometrie-dans-l-espace
Collège;3ème;MATHÉMATIQUES;Périmètres, aires, volumes et géométrie dans l'espace;Sections de solides par un plan;Quiz;5;/test/sections-de-solides-par-un-plan-od91?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cperimetres-aires-volumes-et-geometrie-dans-l-espace
Collège;3ème;MATHÉMATIQUES;Périmètres, aires, volumes et géométrie dans l'espace;Réduire ou agrandir un solide;Quiz;5;/test/reduire-ou-agrandir-un-solide-pgnz?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cperimetres-aires-volumes-et-geometrie-dans-l-espace
Collège;3ème;MATHÉMATIQUES;Périmètres, aires, volumes et géométrie dans l'espace;Sphère et boule;Quiz;3;/test/sphere-et-boule-922f?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cperimetres-aires-volumes-et-geometrie-dans-l-espace
Collège;3ème;MATHÉMATIQUES;Périmètres, aires, volumes et géométrie dans l'espace;Se repérer sur la surface de la terre;Quiz;5;/test/se-reperer-sur-la-surface-de-la-terre-u1n1?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cperimetres-aires-volumes-et-geometrie-dans-l-espace
Collège;3ème;MATHÉMATIQUES;Des cours et exercices de maths de 3e;cours de maths;Cours;;https://www.digischool.fr/education/cours/mathematiques
Collège;3ème;STAGE;Préparer un stage d'observation;Tout savoir sur le stage de 3ᵉ;Cours;;/cours/de-la-recherche-de-stage-a-la-soutenance-methode-express?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cstage%2Cpreparation-stage
Collège;3ème;STAGE;Préparer un stage d'observation;Choisir ton lieu de stage;Cours;;/cours/trouver-un-stage?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cstage%2Cpreparation-stage
Collège;3ème;STAGE;Préparer un stage d'observation;Rédiger une demande de stage efficace;Cours;;/cours/rediger-une-demande-de-stage-efficace-zlru?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cstage%2Cpreparation-stage
Collège;3ème;STAGE;Préparer un stage d'observation;Obtenir et remplir la convention de stage;Cours;;/cours/obtenir-et-remplir-la-convention-de-stage-amsj?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cstage%2Cpreparation-stage
Collège;3ème;STAGE;Préparer un stage d'observation;Tout savoir sur le stage de 3ᵉ;Quiz;5;/test/de-la-recherche-de-stage-a-la-soutenance-methode-express?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cstage%2Cpreparation-stage
Collège;3ème;STAGE;Préparer un stage d'observation;Choisir ton lieu de stage;Quiz;5;/test/trouver-un-stage?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cstage%2Cpreparation-stage
Collège;3ème;STAGE;Méthodologie d'un stage d'observation;Comprendre le fonctionnement d’une entreprise et rédiger une fiche métier;Cours;;/cours/presenter-une-entreprise?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cstage%2Cmethode-outils
Collège;3ème;STAGE;Méthodologie d'un stage d'observation;Adopter les bons comportements en entreprise;Cours;;/cours/adopter-les-bons-comportements-en-entreprise-xg5w?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cstage%2Cmethode-outils
Collège;3ème;STAGE;Méthodologie d'un stage d'observation;Observer un métier et poser les bonnes questions;Cours;;/cours/interviewer-un-professionnel?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cstage%2Cmethode-outils
Collège;3ème;STAGE;Méthodologie d'un stage d'observation;Tenir un journal de bord;Cours;;/cours/tenir-un-journal-de-stage?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cstage%2Cmethode-outils
Collège;3ème;STAGE;Méthodologie d'un stage d'observation;Comprendre le fonctionnement d’une entreprise et rédiger une fiche métier;Quiz;10;/test/presenter-une-entreprise?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cstage%2Cmethode-outils
Collège;3ème;STAGE;Méthodologie d'un stage d'observation;Observer un métier et poser les bonnes questions;Quiz;5;/test/interviewer-un-professionnel?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cstage%2Cmethode-outils
Collège;3ème;STAGE;Méthodologie d'un stage d'observation;Tenir un journal de bord;Quiz;5;/test/tenir-un-journal-de-stage?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cstage%2Cmethode-outils
Collège;3ème;STAGE;L'évaluation d'un stage d'observation;Rédiger un rapport de stage clair et structuré;Cours;;/cours/rediger-un-rapport-de-stage?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cstage%2Cevaluation-stage
Collège;3ème;STAGE;L'évaluation d'un stage d'observation;Préparer l’oral de stage;Cours;;/cours/presenter-son-stage-a-l-oral?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cstage%2Cevaluation-stage
Collège;3ème;STAGE;L'évaluation d'un stage d'observation;Faire le bilan de son stage;Cours;;/cours/faire-le-bilan-de-son-stage-thfd?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cstage%2Cevaluation-stage
Collège;3ème;STAGE;L'évaluation d'un stage d'observation;Rédiger un rapport de stage clair et structuré;Quiz;5;/test/rediger-un-rapport-de-stage?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cstage%2Cevaluation-stage
Collège;3ème;STAGE;L'évaluation d'un stage d'observation;Préparer l’oral de stage;Quiz;5;/test/presenter-son-stage-a-l-oral?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cstage%2Cevaluation-stage
Collège;3ème;SVT;La planète Terre, l'environnement et l'action humaine;Les phénomènes géologiques : risques et enjeux;Cours;;/cours/les-phenomenes-geologiques-risques-et-enjeux?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Cplanete-terre-environnement-action-humaine
Collège;3ème;SVT;La planète Terre, l'environnement et l'action humaine;Phénomènes naturels, aléas et risques pour l’être humainTu vas découvrir;Cours;;/cours/phenomenes-naturels-aleas-et-risques-pour-l-etre-humain-c10p?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Cplanete-terre-environnement-action-humaine
Collège;3ème;SVT;La planète Terre, l'environnement et l'action humaine;Météorologie et climatologie : comprendre les grands équilibres de la Terre;Cours;;/cours/les-phenomenes-meteorologiques-et-climatiques-risques-et-enjeux?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Cplanete-terre-environnement-action-humaine
Collège;3ème;SVT;La planète Terre, l'environnement et l'action humaine;Les changements climatiques : causes, manifestations et conséquencesTu vas comprendre;Cours;;/cours/gerer-les-ressources-energetiques-et-le-changement-climatique?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Cplanete-terre-environnement-action-humaine
Collège;3ème;SVT;La planète Terre, l'environnement et l'action humaine;L’exploitation des ressources naturelles par l’être humainTu vas découvrir;Cours;;/cours/activites-humaines-et-ecosystemes?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Cplanete-terre-environnement-action-humaine
Collège;3ème;SVT;La planète Terre, l'environnement et l'action humaine;Enjeux et solutions pour la préservation de l’environnementTu vas comprendre;Cours;;/cours/enjeux-et-solutions-pour-la-preservation-de-l-environnement-duoc?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Cplanete-terre-environnement-action-humaine
Collège;3ème;SVT;La planète Terre, l'environnement et l'action humaine;Les phénomènes géologiques : risques et enjeux;Quiz;5;/test/les-phenomenes-geologiques-risques-et-enjeux?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Cplanete-terre-environnement-action-humaine
Collège;3ème;SVT;La planète Terre, l'environnement et l'action humaine;Météorologie et climatologie : comprendre les grands équilibres de la Terre;Quiz;5;/test/les-phenomenes-meteorologiques-et-climatiques-risques-et-enjeux?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Cplanete-terre-environnement-action-humaine
Collège;3ème;SVT;La planète Terre, l'environnement et l'action humaine;Les changements climatiques : causes, manifestations et conséquences;Quiz;5;/test/gerer-les-ressources-energetiques-et-le-changement-climatique?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Cplanete-terre-environnement-action-humaine
Collège;3ème;SVT;La planète Terre, l'environnement et l'action humaine;L’exploitation des ressources naturelles par l’être humain;Quiz;5;/test/activites-humaines-et-ecosystemes?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Cplanete-terre-environnement-action-humaine
Collège;3ème;SVT;Le vivant et son évolution;L’organisation et le fonctionnement du monde vivantTu vas découvrir comment tous les êtres vivants, aussi différents soient-ils, reposent sur une même organisation cellulaire. Tu comprendras les niveaux du vivant, les fonctions vitales des cellules et les différences entre animaux, végétaux et micro-organismes pour mieux saisir l’unité et la diversité du monde vivant;Cours;;/cours/l-organisation-et-le-fonctionnement-du-monde-vivant-k2i6?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Cvivant-et-evolution
Collège;3ème;SVT;Le vivant et son évolution;La nutrition des organismes vivantsTu vas comprendre comment les êtres vivants se nourrissent et utilisent la matière pour fonctionner. Tu verras comment les plantes fabriquent leur propre nourriture, comment les animaux transforment les aliments en nutriments et comment les systèmes digestif, respiratoire et circulatoire travaillent ensemble pour alimenter les cellules en énergie;Cours;;/cours/la-nutrition-des-organismes-vivants-4gqh?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Cvivant-et-evolution
Collège;3ème;SVT;Le vivant et son évolution;La nutrition des plantes chlorophylliennesTu vas découvrir comment les plantes vertes fabriquent leur propre matière;Cours;;/cours/les-besoins-des-vegetaux-chlorophylliens?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Cvivant-et-evolution
Collège;3ème;SVT;Le vivant et son évolution;Les micro-organismes et leurs interactions avec les êtres vivantsTu vas découvrir;Cours;;/cours/le-transport-des-matieres-chez-les-animaux?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Cvivant-et-evolution
Collège;3ème;SVT;Le vivant et son évolution;La reproduction des plantes à fleursTu vas comprendre;Cours;;/cours/la-reproduction-sexuee-des-plantes-a-fleurs-2?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Cvivant-et-evolution
Collège;3ème;SVT;Le vivant et son évolution;La reproduction des vertébrésTu vas découvrir comment les vertébrés produisent leurs gamètes, comment se déroule la fécondation dans l’eau ou à l’intérieur du corps, et comment l’embryon se développe selon les espèces. Tu comprendras aussi pourquoi les stratégies reproductives varient entre poissons, oiseaux, reptiles et mammifères pour assurer la survie des jeunes;Cours;;/cours/la-reproduction-sexuee-chez-les-vertebres?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Cvivant-et-evolution
Collège;3ème;SVT;Le vivant et son évolution;La diversité génétique et sa transmissionTu vas découvrir comment ton ADN construit ton identité biologique, comment la reproduction mélange les allèles pour créer des individus uniques et comment les mutations enrichissent encore la diversité du vivant. Tu comprendras aussi pourquoi deux frères peuvent être très différents même s’ils partagent les mêmes parents;Cours;;/cours/la-diversite-genetique-2?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Cvivant-et-evolution
Collège;3ème;SVT;Le vivant et son évolution;La classification du vivant et les relations de parentéTu vas comprendre comment les scientifiques classent les êtres vivants, pourquoi certaines ressemblances sont trompeuses et comment les caractères hérités révèlent les liens de parenté entre les espèces. Tu découvriras aussi où se situe Homo sapiens dans la classification et comment notre espèce s’inscrit dans l’histoire évolutive du vivant;Cours;;/cours/parente-et-evolution-des-etres-vivants?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Cvivant-et-evolution
Collège;3ème;SVT;Le vivant et son évolution;Les mécanismes de l’évolution des espècesTu vas découvrir comment la biodiversité se transforme au fil du temps, comment les mutations, le hasard et la sélection naturelle entraînent l’évolution des espèces, et pourquoi la diversité actuelle du vivant n’est qu’une étape dans une histoire beaucoup plus longue. Tu comprendras aussi comment ces mécanismes expliquent des phénomènes actuels comme l’apparition de résistances chez les bactéries;Cours;;/cours/l-origine-de-la-diversite-genetique?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Cvivant-et-evolution
Collège;3ème;SVT;Le vivant et son évolution;La biodiversité : dynamique et préservationTu vas explorer les trois niveaux de biodiversité, comprendre comment les mutations et la sélection naturelle transforment les espèces au fil du temps, et découvrir pourquoi protéger les milieux est indispensable pour préserver les services essentiels que la nature nous rend. Tu verras aussi comment les corridors écologiques, la restauration des milieux et la lutte contre les pollutions permettent de maintenir l’équilibre du vivant;Cours;;/cours/la-biodiversite-dynamique-et-preservation-86dy?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Cvivant-et-evolution
Collège;3ème;SVT;Le vivant et son évolution;La nutrition des plantes chlorophylliennes;Quiz;5;/test/les-besoins-des-vegetaux-chlorophylliens?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Cvivant-et-evolution
Collège;3ème;SVT;Le vivant et son évolution;Les micro-organismes et leurs interactions avec les êtres vivants;Quiz;5;/test/le-transport-des-matieres-chez-les-animaux?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Cvivant-et-evolution
Collège;3ème;SVT;Le vivant et son évolution;La reproduction des plantes à fleurs;Quiz;5;/test/la-reproduction-sexuee-des-plantes-et-des-fleurs?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Cvivant-et-evolution
Collège;3ème;SVT;Le vivant et son évolution;La reproduction des vertébrés;Quiz;5;/test/la-reproduction-sexuee-chez-les-vertebres?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Cvivant-et-evolution
Collège;3ème;SVT;Le vivant et son évolution;La diversité génétique et sa transmission;Quiz;5;/test/la-diversite-genetique-2?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Cvivant-et-evolution
Collège;3ème;SVT;Le vivant et son évolution;La classification du vivant et les relations de parenté;Quiz;5;/test/parente-et-evolution-des-etres-vivants?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Cvivant-et-evolution
Collège;3ème;SVT;Le vivant et son évolution;Les mécanismes de l’évolution des espèces;Quiz;5;/test/l-origine-de-la-diversite-genetique?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Cvivant-et-evolution
Collège;3ème;SVT;Le corps humain et la santé;L’effort et le fonctionnement de l’organismeTu vas comprendre comment ton organisme réagit dès que tu commences un effort, pourquoi ton cœur et ta respiration s’emballent et comment tes muscles produisent l’énergie dont ils ont besoin. Tu vas aussi découvrir les limites du corps, ainsi que les effets de l’entraînement et de la récupération sur la performance et la santé. Cette leçon t’aidera à mieux connaître ton fonctionnement lors de l’activité physique;Cours;;/cours/systemes-nerveux-et-cardiovasculaire?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Ccorps-humain-et-sante
Collège;3ème;SVT;Le corps humain et la santé;Le rôle du système nerveux dans la coordination du mouvementTu vas découvrir comment ton système nerveux capte une information, l’analyse et envoie des ordres aux muscles pour réaliser un mouvement précis. Tu comprendras aussi comment récepteurs, nerfs, moelle épinière, cerveau et muscles coopèrent en une fraction de seconde pour te permettre de réagir vite et efficacement;Cours;;/cours/le-role-du-systeme-nerveux-dans-la-coordination-du-mouvement-13uv?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Ccorps-humain-et-sante
Collège;3ème;SVT;Le corps humain et la santé;Activité cérébrale et comportementsTu vas découvrir comment ton cerveau reçoit les informations sensorielles, les interprète et commande les actions de ton corps. Tu comprendras aussi comment sommeil, stress, drogues et dopage influencent tes capacités d’attention, de mémoire et de réaction, et pourquoi une bonne hygiène de vie est indispensable pour préserver ton système nerveux;Cours;;/cours/activite-cerebrale-et-sommeil?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Ccorps-humain-et-sante
Collège;3ème;SVT;Le corps humain et la santé;L’alimentation et les besoins de l’organismeTu vas comprendre comment l’alimentation apporte à ton organisme l’énergie et les nutriments nécessaires pour grandir, te concentrer, bouger et rester en forme. Tu verras aussi pourquoi les besoins changent selon l’âge et l’activité, comment une alimentation équilibrée améliore les performances et ce qui se passe quand les apports ne sont pas adaptés;Cours;;/cours/les-processus-de-la-digestion?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Ccorps-humain-et-sante
Collège;3ème;SVT;Le corps humain et la santé;Le devenir des aliments dans l’organismeTu vas découvrir comment les aliments que tu manges vont être transformés, absorbés puis utilisés par ton organisme. Tu comprendras comment ils deviennent des nutriments, comment ils passent dans le sang ou la lymphe et comment ils fournissent énergie, matériaux de construction et réserves aux cellules;Cours;;/cours/le-devenir-des-aliments-dans-l-organisme-7kin?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Ccorps-humain-et-sante
Collège;3ème;SVT;Le corps humain et la santé;Le monde microbien et la santéTu vas découvrir la diversité des micro-organismes qui nous entourent et comprendre pourquoi certains nous protègent tandis que d’autres provoquent des infections. Tu verras comment l’hygiène, la vaccination et l’usage raisonné des antibiotiques vont permettre de limiter la transmission des microbes et de protéger la santé de tous;Cours;;/cours/le-monde-bacterien-et-l-organisme-2?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Ccorps-humain-et-sante
Collège;3ème;SVT;Le corps humain et la santé;Les réactions immunitaires de l’organismeTu vas découvrir comment ton organisme reconnaît un microbe, déclenche l’inflammation, fabrique des anticorps puis garde en mémoire l’infection pour réagir plus vite la prochaine fois. Tu comprendras aussi comment la vaccination va utiliser cette mémoire immunitaire pour te protéger durablement;Cours;;/cours/le-systeme-immunitaire?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Ccorps-humain-et-sante
Collège;3ème;SVT;Le corps humain et la santé;La puberté et la mise en place des appareils reproducteurs;Cours;;/cours/la-capacite-de-transmettre-la-vie-2?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Ccorps-humain-et-sante
Collège;3ème;SVT;Le corps humain et la santé;La maîtrise de la reproduction et les comportements responsables;Cours;;/cours/la-sexualite-humaine-specificites-et-comportements-responsables?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Ccorps-humain-et-sante
Collège;3ème;SVT;Le corps humain et la santé;L’effort et le fonctionnement de l’organisme;Quiz;5;/test/systemes-nerveux-et-cardiovasculaire?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Ccorps-humain-et-sante
Collège;3ème;SVT;Le corps humain et la santé;Activité cérébrale et comportements;Quiz;5;/test/activite-cerebrale-et-sommeil?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Ccorps-humain-et-sante
Collège;3ème;SVT;Le corps humain et la santé;L’alimentation et les besoins de l’organisme;Quiz;5;/test/les-processus-de-la-digestion?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Ccorps-humain-et-sante
Collège;3ème;SVT;Le corps humain et la santé;Le monde microbien et la santé;Quiz;5;/test/le-monde-bacterien-et-l-organisme-2?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Ccorps-humain-et-sante
Collège;3ème;SVT;Le corps humain et la santé;Les réactions immunitaires de l’organisme;Quiz;5;/test/le-systeme-immunitaire?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Ccorps-humain-et-sante
Collège;3ème;SVT;Le corps humain et la santé;La puberté et la mise en place des appareils reproducteurs;Quiz;5;/test/la-capacite-de-transmettre-la-vie-2?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Ccorps-humain-et-sante
Collège;3ème;SVT;Le corps humain et la santé;La maîtrise de la reproduction et les comportements responsables;Quiz;5;/test/la-sexualite-humaine-specificites-et-comportements-responsables?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Csvt%2Ccorps-humain-et-sante
Collège;3ème;L'ÉPREUVE ORALE;Préparer sa présentation;Comprendre l’épreuve orale du brevet;Cours;;/cours/comprendre-le-contenu-de-l-epreuve?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cepreuve-orale%2Cpreparer-presentation-orale
Collège;3ème;L'ÉPREUVE ORALE;Préparer sa présentation;Choisir et présenter un objet d’étude en histoire des arts;Cours;;/cours/presenter-un-objet-d-etude-aborde-en-histoire-des-arts?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cepreuve-orale%2Cpreparer-presentation-orale
Collège;3ème;L'ÉPREUVE ORALE;Préparer sa présentation;Présenter un projet du parcours Avenir;Cours;;/cours/presenter-un-projet-dans-le-cadre-du-parcours-avenir?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cepreuve-orale%2Cpreparer-presentation-orale
Collège;3ème;L'ÉPREUVE ORALE;Préparer sa présentation;Présenter un projet du parcours citoyen;Cours;;/cours/presenter-un-projet-dans-le-cadre-du-parcours-citoyen?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cepreuve-orale%2Cpreparer-presentation-orale
Collège;3ème;L'ÉPREUVE ORALE;Préparer sa présentation;Présenter un projet du parcours artistique et culturel;Cours;;/cours/presenter-un-projet-dans-le-cadre-du-parcours-artistique-et-culturel?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cepreuve-orale%2Cpreparer-presentation-orale
Collège;3ème;L'ÉPREUVE ORALE;Préparer sa présentation;Présenter un projet du parcours éducatif de santé;Cours;;/cours/presenter-un-projet-dans-le-cadre-du-parcours-educatif-de-sante?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cepreuve-orale%2Cpreparer-presentation-orale
Collège;3ème;L'ÉPREUVE ORALE;Préparer sa présentation;Construire et organiser sa présentation orale;Cours;;/cours/preparer-la-presentation-de-son-projet?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cepreuve-orale%2Cpreparer-presentation-orale
Collège;3ème;L'ÉPREUVE ORALE;Préparer sa présentation;Créer un diaporama clair et efficace;Cours;;/cours/creer-un-diaporama-pour-accompagner-sa-presentation-orale?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cepreuve-orale%2Cpreparer-presentation-orale
Collège;3ème;L'ÉPREUVE ORALE;Préparer sa présentation;Guide pour la préparation de la soutenance;Cours;;/cours/preparer-la-soutenance-methode-express?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cepreuve-orale%2Cpreparer-presentation-orale
Collège;3ème;L'ÉPREUVE ORALE;Réussir l'épreuve;Gérer son stress et se mettre en confiance;Cours;;/cours/gerer-son-stress-methode-express?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cepreuve-orale%2Creussir-epreuve-orale
Collège;3ème;L'ÉPREUVE ORALE;Réussir l'épreuve;Captiver l’attention du jury;Cours;;/cours/retenir-l-attention-du-jury?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cepreuve-orale%2Creussir-epreuve-orale
Collège;3ème;L'ÉPREUVE ORALE;Réussir l'épreuve;Réussir une présentation à plusieurs;Cours;;/cours/presenter-un-projet-a-plusieurs?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cepreuve-orale%2Creussir-epreuve-orale
Collège;3ème;L'ÉPREUVE ORALE;Réussir l'épreuve;Présenter son projet en langue étrangère;Cours;;/cours/presenter-un-projet-en-langue-etrangere?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cepreuve-orale%2Creussir-epreuve-orale
Collège;3ème;L'ÉPREUVE ORALE;Réussir l'épreuve;Réussir l’entretien avec le jury;Cours;;/cours/s-entretenir-avec-le-jury?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cepreuve-orale%2Creussir-epreuve-orale
Collège;3ème;L'ÉPREUVE ORALE;Réussir l'épreuve;Guide pour réussir le jour de l’épreuve;Cours;;/cours/etre-a-l-aise-le-jour-j?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cepreuve-orale%2Creussir-epreuve-orale
