Cycle;Classe;Matière;Chapitre;Sous-chapitre (Titre);Type;Nombre de questions;Lien (href)
Collège;3ème;HISTOIRE-GÉO ET EMC;EMC - Culture du jugement;Développer les aptitudes au discernement et à la réflexion critique;Cours;;/cours/developper-les-aptitudes-au-discernement-et-a-la-reflexion-critique-s67p?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cjugement
Collège;3ème;HISTOIRE-GÉO ET EMC;EMC - Culture du jugement;Confronter ses jugements à ceux d’autrui dans une discussion ou un débat argumenté et réglé;Cours;;/cours/confronter-ses-jugements-a-ceux-d-autrui-dans-une-discussion-ou-un-debat-argumente-et-regle-t6ne?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cjugement
Collège;3ème;HISTOIRE-GÉO ET EMC;EMC - Culture du jugement;S’informer de manière rigoureuse;Cours;;/cours/s-informer-de-maniere-rigoureuse-9v8h?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cjugement
Collège;3ème;HISTOIRE-GÉO ET EMC;EMC - Culture du jugement;Différencier son intérêt particulier de l’intérêt général;Cours;;/cours/differencier-son-interet-particulier-de-l-interet-general-spse?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cjugement
Collège;3ème;HISTOIRE-GÉO ET EMC;EMC - Culture du jugement;Avoir le sens de l’intérêt général;Cours;;/cours/avoir-le-sens-de-l-interet-general-571u?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cjugement
Collège;3ème;HISTOIRE-GÉO ET EMC;EMC - Culture de l’engagement;Être responsable de ses propres engagements;Cours;;/cours/etre-responsable-de-ses-propres-engagements-eew7?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cengagement
Collège;3ème;HISTOIRE-GÉO ET EMC;EMC - Culture de l’engagement;Être responsable envers autrui;Cours;;/cours/etre-responsable-envers-autrui-gq8w?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cengagement
Collège;3ème;HISTOIRE-GÉO ET EMC;EMC - Culture de l’engagement;S’engager et assumer des responsabilités dans l’école et dans l’établissement;Cours;;/cours/s-engager-et-assumer-des-responsabilites-dans-l-ecole-et-dans-l-etablissement-gbsa?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cengagement
Collège;3ème;HISTOIRE-GÉO ET EMC;EMC - Culture de l’engagement;Prendre en charge des aspects de la vie collective et de l’environnement et développer une conscience civique;Cours;;/cours/prendre-en-charge-des-aspects-de-la-vie-collective-et-de-l-environnement-et-developper-une-conscience-civique-zzdw?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cengagement
Collège;3ème;HISTOIRE-GÉO ET EMC;EMC - Culture de l’engagement;Savoir s’intégrer dans une démarche collaborative et enrichir son travail ou sa réflexion grâce à cette démarche;Cours;;/cours/savoir-s-integrer-dans-une-demarche-collaborative-et-enrichir-son-travail-ou-sa-reflexion-grace-a-cette-demarche-p0lf?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cengagement
Collège;3ème;HISTOIRE-GÉO ET EMC;EMC - Culture de l’engagement;Être responsable de ses propres engagements;Quiz;5;/test/le-sens-de-l-engagement?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cengagement
Collège;3ème;HISTOIRE-GÉO ET EMC;EMC - Culture de l’engagement;Être responsable envers autrui;Quiz;5;/test/le-jugement-l-engagement?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cengagement
Collège;3ème;HISTOIRE-GÉO ET EMC;Conseils et méthode;Méthode : développement construit;Cours;;/cours/methode-developpement?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cconseils-et-methode
Collège;3ème;HISTOIRE-GÉO ET EMC;Conseils et méthode;Méthode : cartographie;Cours;;/cours/methode-cartographie?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cconseils-et-methode
Collège;3ème;HISTOIRE-GÉO ET EMC;Conseils et méthode;Méthode : analyse de document(s);Cours;;/cours/methode-analyse-de-document-s?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cconseils-et-methode
Collège;3ème;HISTOIRE-GÉO ET EMC;Conseils et méthode;Schémas et croquis en géographie;Cours;;/cours/schemas-et-croquis-en-geographie-ezg1?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cconseils-et-methode
Collège;3ème;HISTOIRE-GÉO ET EMC;Conseils et méthode;Les dates à connaître par cœur en histoire;Cours;;/cours/les-dates-a-connaitre-par-coeur-en-histoire-dgs9?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cconseils-et-methode
Collège;3ème;HISTOIRE-GÉO ET EMC;Conseils et méthode;Méthode du développement construit;Cours;;/cours/methode-du-developpement-construit-kg3t?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Chistoire-geographie-emc%2Cconseils-et-methode
Collège;3ème;MATHÉMATIQUES;Les automatismes de l'épreuve du DNB : entraînements;Les automatismes à maîtriser pour le BrevetVoici une présentation des automatismes que tu dois maîtriser pour le DNB. Travaille les entraînements proposés, tu auras une bonne note ! Mots clés : automatismes, brevet, DNB, entrainement îlemaths;Cours;;/cours/les-automatismes-a-maitriser-pour-le-brevet-fg0j?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cles-automatismes-de-l-epreuve-du-dnb-entrainements
Collège;3ème;MATHÉMATIQUES;Les automatismes de l'épreuve du DNB : entraînements;LISTE INDICATIVE D’AUTOMATISMES SUSCEPTIBLES D’ÊTRE MOBILISÉS LORS DE L’ÉPREUVE ÉCRITE DE MATHÉMATIQUESDécouvre la liste d'automatismes sur lesquels tu peux être interrogé lors de l'épreuve écrite du DNB. Cette liste est fournie par l'éducation nationale.îlemaths;Cours;;/cours/liste-indicative-d-automatismes-susceptibles-d-etre-mobilises-lors-de-l-epreuve-ecrite-de-mathematiques-dj16?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cles-automatismes-de-l-epreuve-du-dnb-entrainements
Collège;3ème;MATHÉMATIQUES;Les automatismes de l'épreuve du DNB : entraînements;Les automatismes : Nombres et calculsRévise tous les automatismes mathématiques en une seule fiche ! Fractions, pourcentages, carrés parfaits, équations, puissances de 10 et expressions littérales t’y attendent, expliqués avec clarté et exemples simples. Mots clés : automatismes, mathématiques, collège, fractions, équationsîlemaths;Cours;;/cours/les-automatismes-de-nombres-et-calculs-8q04?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cles-automatismes-de-l-epreuve-du-dnb-entrainements
Collège;3ème;MATHÉMATIQUES;Les automatismes de l'épreuve du DNB : entraînements;Les automatismes : Espace et géométrieRetrouve l’essentiel de la géométrie en un seul récapitulatif : coordonnées, figures, mesures, volumes, Pythagore, Thalès, cosinus et symétries. Parfait pour t’entraîner avant le brevet. Mots clés : géométrie, espace, Pythagore, Thalès, cosinus, révisionsîlemaths;Cours;;/cours/les-automatismes-espace-et-geometrie-y42y?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cles-automatismes-de-l-epreuve-du-dnb-entrainements
Collège;3ème;MATHÉMATIQUES;Les automatismes de l'épreuve du DNB : entraînements;Les automatismes : Organisation et gestion de données, probabilitésRévise les notions essentielles de statistiques et de probabilités pour le brevet : moyenne, médiane, fréquence, lecture de graphiques et calculs de probabilité simples. Mots clés : probabilités, moyenne, médiane, fréquence, graphiqueîlemaths;Cours;;/cours/organisation-et-gestion-de-donnees-probabilites-hp9z?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cles-automatismes-de-l-epreuve-du-dnb-entrainements
Collège;3ème;MATHÉMATIQUES;Les automatismes de l'épreuve du DNB : entraînements;Les automatismes : PROPORTIONNALITÉ, FONCTIONS Apprends à reconnaître une situation proportionnelle, résoudre des problèmes avec pourcentages, et lire un graphique. Tout ce qu’il faut pour briller au brevet Mots clés : proportionnalité, pourcentage, fonction linéaire, graphique, brevet maths.îlemaths;Cours;;/cours/les-automatismes-proportionnalite-fonctions-4g5x?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cles-automatismes-de-l-epreuve-du-dnb-entrainements
Collège;3ème;MATHÉMATIQUES;Les automatismes de l'épreuve du DNB : entraînements;Les automatismes : ALGORITHMIQUE ET PROGRAMMATIONApprends à lire, comprendre et anticiper ce que fait un programme dans Scratch : que ce soit un calcul, un déplacement du lutin ou une figure géométrique. En suivant chaque bloc dans l’ordre, tu pourras prédire le résultat et même imaginer tes propres constructions ! Mots clés : Scratch, algorithmique, programmation, déplacement du lutin, blocs d’instructionsîlemaths;Cours;;/cours/les-automatismes-algorithmique-et-programmation-qkoq?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cles-automatismes-de-l-epreuve-du-dnb-entrainements
Collège;3ème;MATHÉMATIQUES;Les automatismes de l'épreuve du DNB : entraînements;Fractions simples et écritures décimales;Quiz;10;/test/fractions-simples-et-ecritures-decimales-chd9?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cles-automatismes-de-l-epreuve-du-dnb-entrainements
Collège;3ème;MATHÉMATIQUES;Les automatismes de l'épreuve du DNB : entraînements;Comparer et calculer avec des nombres décimaux;Quiz;10;/test/comparer-et-calculer-avec-des-nombres-decimaux-j3n9?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cles-automatismes-de-l-epreuve-du-dnb-entrainements
Collège;3ème;MATHÉMATIQUES;Les automatismes de l'épreuve du DNB : entraînements;Simplification et calculs avec les fractions;Quiz;10;/test/simplification-et-calculs-avec-les-fractions-6c3j?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cles-automatismes-de-l-epreuve-du-dnb-entrainements
Collège;3ème;MATHÉMATIQUES;Les automatismes de l'épreuve du DNB : entraînements;Fractions d’un nombre et pourcentages simples;Quiz;8;/test/fractions-d-un-nombre-et-pourcentages-simples-qtdr?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cles-automatismes-de-l-epreuve-du-dnb-entrainements
Collège;3ème;MATHÉMATIQUES;Les automatismes de l'épreuve du DNB : entraînements;Écritures multiples d’un même nombre;Quiz;5;/test/ecritures-multiples-d-un-meme-nombre-wsz5?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cles-automatismes-de-l-epreuve-du-dnb-entrainements
Collège;3ème;MATHÉMATIQUES;Les automatismes de l'épreuve du DNB : entraînements;Notation scientifique et puissances de 10;Quiz;5;/test/notation-scientifique-et-puissances-de-10-g1pk?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cles-automatismes-de-l-epreuve-du-dnb-entrainements
Collège;3ème;MATHÉMATIQUES;Les automatismes de l'épreuve du DNB : entraînements;Carrés parfaits de 1 à 12;Quiz;5;/test/carres-parfaits-de-1-a-12-r3bs?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cles-automatismes-de-l-epreuve-du-dnb-entrainements
Collège;3ème;MATHÉMATIQUES;Les automatismes de l'épreuve du DNB : entraînements;Critères de divisibilité;Quiz;4;/test/criteres-de-divisibilite-n5vw?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cles-automatismes-de-l-epreuve-du-dnb-entrainements
Collège;3ème;MATHÉMATIQUES;Les automatismes de l'épreuve du DNB : entraînements;Doubles, triples, moitiés, carrés, prédécesseurs et successeurs;Quiz;6;/test/doubles-triples-moities-carres-predecesseurs-et-successeurs-71vi?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cles-automatismes-de-l-epreuve-du-dnb-entrainements
Collège;3ème;MATHÉMATIQUES;Les automatismes de l'épreuve du DNB : entraînements;Expressions littérales : simplifier et calculer;Quiz;5;/test/expressions-litterales-simplifier-et-calculer-68b6?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cles-automatismes-de-l-epreuve-du-dnb-entrainements
Collège;3ème;MATHÉMATIQUES;Les automatismes de l'épreuve du DNB : entraînements;Développer et factoriser une expression simple;Quiz;3;/test/developper-et-factoriser-une-expression-simple-hivw?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cles-automatismes-de-l-epreuve-du-dnb-entrainements
Collège;3ème;MATHÉMATIQUES;Les automatismes de l'épreuve du DNB : entraînements;Résoudre des équations simples;Quiz;3;/test/resoudre-des-equations-simples-gy77?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cles-automatismes-de-l-epreuve-du-dnb-entrainements
Collège;3ème;MATHÉMATIQUES;Les automatismes de l'épreuve du DNB : entraînements;Lecture et placement de points sur une droite graduée;Quiz;4;/test/lecture-et-placement-de-points-sur-une-droite-graduee-shdz?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cles-automatismes-de-l-epreuve-du-dnb-entrainements
Collège;3ème;MATHÉMATIQUES;Les automatismes de l'épreuve du DNB : entraînements;Lecture et placement de points dans un repère orthogonal;Quiz;5;/test/lecture-et-placement-de-points-dans-un-repere-orthogonal-lqki?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cles-automatismes-de-l-epreuve-du-dnb-entrainements
Collège;3ème;MATHÉMATIQUES;Les automatismes de l'épreuve du DNB : entraînements;Identifier des triangles, quadrilatères et médiatrices à partir du codage;Quiz;5;/test/identifier-des-triangles-quadrilateres-et-mediatrices-a-partir-du-codage-3upw?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cles-automatismes-de-l-epreuve-du-dnb-entrainements
Collège;3ème;MATHÉMATIQUES;Les automatismes de l'épreuve du DNB : entraînements;Reconnaître et citer des angles, connaître leurs types;Quiz;7;/test/reconnaitre-et-citer-des-angles-connaitre-leurs-types-qayp?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cles-automatismes-de-l-epreuve-du-dnb-entrainements
Collège;3ème;MATHÉMATIQUES;Les automatismes de l'épreuve du DNB : entraînements;Somme des angles d’un triangle et calcul du troisième angle;Quiz;5;/test/somme-des-angles-d-un-triangle-et-calcul-du-troisieme-angle-ufa9?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cles-automatismes-de-l-epreuve-du-dnb-entrainements
Collège;3ème;MATHÉMATIQUES;Les automatismes de l'épreuve du DNB : entraînements;Conversions d’unités – longueurs, aires, volumes, masses, capacités et temps;Quiz;10;/test/conversions-d-unites-longueurs-aires-volumes-masses-capacites-et-temps-wid2?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cles-automatismes-de-l-epreuve-du-dnb-entrainements
Collège;3ème;MATHÉMATIQUES;Les automatismes de l'épreuve du DNB : entraînements;Reconnaître des solides : cube, pavé droit, prisme, cylindre, pyramide, cône;Quiz;6;/test/reconnaitre-des-solides-cube-pave-droit-prisme-cylindre-pyramide-cone-73f9?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cles-automatismes-de-l-epreuve-du-dnb-entrainements
Collège;3ème;MATHÉMATIQUES;Les automatismes de l'épreuve du DNB : entraînements;Déterminer le périmètre d’un polygone ou d’un disque;Quiz;6;/test/determiner-le-perimetre-d-un-polygone-ou-d-un-disque-0klt?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cles-automatismes-de-l-epreuve-du-dnb-entrainements
Collège;3ème;MATHÉMATIQUES;Les automatismes de l'épreuve du DNB : entraînements;Calculer l’aire d’un rectangle, d’un triangle et d’un disque;Quiz;6;/test/calculer-l-aire-d-un-rectangle-d-un-triangle-et-d-un-disque-vmhy?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cles-automatismes-de-l-epreuve-du-dnb-entrainements
Collège;3ème;MATHÉMATIQUES;Les automatismes de l'épreuve du DNB : entraînements;Volumes : cube, pavé droit, prisme droit, cylindre;Quiz;4;/test/volumes-cube-pave-droit-prisme-droit-cylindre-m3cg?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cles-automatismes-de-l-epreuve-du-dnb-entrainements
Collège;3ème;MATHÉMATIQUES;Les automatismes de l'épreuve du DNB : entraînements;Théorème de Pythagore;Quiz;3;/test/theoreme-de-pythagore-89ko?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cles-automatismes-de-l-epreuve-du-dnb-entrainements
Collège;3ème;MATHÉMATIQUES;Les automatismes de l'épreuve du DNB : entraînements;Théorème de Thalès;Quiz;4;/test/theoreme-de-thales-322i?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cles-automatismes-de-l-epreuve-du-dnb-entrainements
Collège;3ème;MATHÉMATIQUES;Les automatismes de l'épreuve du DNB : entraînements;Trigonométrie : le cosinus;Quiz;3;/test/trigonometrie-le-cosinus-pukp?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cles-automatismes-de-l-epreuve-du-dnb-entrainements
Collège;3ème;MATHÉMATIQUES;Les automatismes de l'épreuve du DNB : entraînements;Symétries et translation;Quiz;3;/test/symetries-et-translation-phz1?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cles-automatismes-de-l-epreuve-du-dnb-entrainements
Collège;3ème;MATHÉMATIQUES;Les automatismes de l'épreuve du DNB : entraînements;Probabilités et cas équiprobables;Quiz;5;/test/probabilites-et-cas-equiprobables-d62v?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cles-automatismes-de-l-epreuve-du-dnb-entrainements
Collège;3ème;MATHÉMATIQUES;Les automatismes de l'épreuve du DNB : entraînements;Fréquences simples;Quiz;4;/test/frequences-simples-yh5q?srcpath=%2Cfr%2Csuperbrevet%2Ctroisieme%2Cmathematiques%2Cles-automatismes-de-l-epreuve-du-dnb-entrainements
